event_id,order_id,event_name,event_timestamp
119,20,PICKED_UP,2026-01-20 04:09:45
120,20,DELIVERED,2026-01-20 04:29:45
121,21,CREATED,2026-01-06 15:56:14
122,21,ACCEPTED,2026-01-06 16:00:14
123,21,PREPARING,2026-01-06 16:03:14
124,21,READY,2026-01-06 16:21:14
125,21,PICKED_UP,2026-01-06 16:28:14
126,21,DELIVERED,2026-01-06 16:45:14
127,22,CREATED,2026-01-30 21:17:12
128,22,ACCEPTED,2026-01-30 21:21:12
129,22,PREPARING,2026-01-30 21:23:12
130,22,READY,2026-01-30 21:59:12
131,22,PICKED_UP,2026-01-30 22:02:12
132,22,DELIVERED,2026-01-30 22:17:12
133,23,CREATED,2026-01-23 01:47:02
134,23,ACCEPTED,2026-01-23 01:49:02
135,23,PREPARING,2026-01-23 01:52:02
136,23,READY,2026-01-23 02:15:02
137,23,PICKED_UP,2026-01-23 02:18:02
138,23,DELIVERED,2026-01-23 02:38:02
139,24,CREATED,2026-01-29 22:22:08
140,24,ACCEPTED,2026-01-29 22:23:08
141,24,PREPARING,2026-01-29 22:24:08
142,24,READY,2026-01-29 22:52:08
143,24,PICKED_UP,2026-01-29 22:56:08
144,24,DELIVERED,2026-01-29 23:14:08
145,25,CREATED,2026-01-26 12:56:02
146,25,ACCEPTED,2026-01-26 12:59:02
147,25,PREPARING,2026-01-26 13:01:02
148,25,READY,2026-01-26 13:19:02
149,25,PICKED_UP,2026-01-26 13:26:02
150,25,DELIVERED,2026-01-26 13:44:02
151,26,CREATED,2026-01-22 12:47:15
152,26,ACCEPTED,2026-01-22 12:50:15
153,26,PREPARING,2026-01-22 12:52:15
154,26,READY,2026-01-22 13:16:15
155,26,PICKED_UP,2026-01-22 13:22:15
156,26,DELIVERED,2026-01-22 13:41:15
157,27,CREATED,2026-01-21 21:13:06
158,27,ACCEPTED,2026-01-21 21:14:06
159,27,PREPARING,2026-01-21 21:16:06
160,27,READY,2026-01-21 21:42:06
161,27,PICKED_UP,2026-01-21 21:47:06
162,27,DELIVERED,2026-01-21 22:17:06
163,28,CREATED,2026-01-24 00:33:43
164,28,ACCEPTED,2026-01-24 00:34:43
165,28,PREPARING,2026-01-24 00:36:43
166,28,READY,2026-01-24 00:56:43
167,28,PICKED_UP,2026-01-24 01:00:43
168,28,DELIVERED,2026-01-24 01:20:43
169,29,CREATED,2026-01-28 00:38:55
170,29,ACCEPTED,2026-01-28 00:42:55
171,29,PREPARING,2026-01-28 00:43:55
172,29,READY,2026-01-28 00:52:55
173,29,PICKED_UP,2026-01-28 00:55:55
174,29,DELIVERED,2026-01-28 01:10:55
175,30,CREATED,2026-01-18 23:08:35
176,30,ACCEPTED,2026-01-18 23:12:35
177,30,PREPARING,2026-01-18 23:15:35
178,30,READY,2026-01-18 23:34:35
179,30,PICKED_UP,2026-01-18 23:39:35
180,30,DELIVERED,2026-01-19 00:00:35
181,31,CREATED,2026-01-25 20:55:36
182,31,ACCEPTED,2026-01-25 20:57:36
183,31,PREPARING,2026-01-25 20:59:36
184,31,READY,2026-01-25 21:25:36
185,31,PICKED_UP,2026-01-25 21:28:36
186,31,DELIVERED,2026-01-25 21:44:36
187,32,CREATED,2026-01-21 21:44:58
188,32,ACCEPTED,2026-01-21 21:47:58
189,32,PREPARING,2026-01-21 21:50:58
190,32,READY,2026-01-21 22:21:58
191,32,PICKED_UP,2026-01-21 22:26:58
192,32,DELIVERED,2026-01-21 22:50:58
193,33,CREATED,2026-01-20 15:53:48
194,33,ACCEPTED,2026-01-20 15:57:48
195,33,PREPARING,2026-01-20 15:59:48
196,33,READY,2026-01-20 16:14:48
197,33,PICKED_UP,2026-01-20 16:21:48
198,33,DELIVERED,2026-01-20 16:41:48
199,34,CREATED,2026-01-09 03:53:19
200,34,ACCEPTED,2026-01-09 03:55:19
201,34,PREPARING,2026-01-09 03:56:19
202,34,READY,2026-01-09 04:09:19
203,34,PICKED_UP,2026-01-09 04:15:19
204,34,DELIVERED,2026-01-09 04:35:19
205,35,CREATED,2026-01-04 15:47:34
206,35,ACCEPTED,2026-01-04 15:48:34
207,35,PREPARING,2026-01-04 15:50:34
208,35,READY,2026-01-04 16:00:34
209,35,PICKED_UP,2026-01-04 16:05:34
210,35,DELIVERED,2026-01-04 16:29:34
211,36,CREATED,2026-01-29 17:03:14
212,36,ACCEPTED,2026-01-29 17:07:14
213,36,PREPARING,2026-01-29 17:09:14
214,36,READY,2026-01-29 17:40:14
215,36,PICKED_UP,2026-01-29 17:46:14
216,36,DELIVERED,2026-01-29 18:00:14
217,37,CREATED,2026-01-02 23:47:41
218,37,ACCEPTED,2026-01-02 23:48:41
219,37,PREPARING,2026-01-02 23:51:41
220,37,READY,2026-01-02 23:59:41
221,37,PICKED_UP,2026-01-03 00:06:41
222,37,DELIVERED,2026-01-03 00:25:41
223,38,CREATED,2026-01-02 21:36:13
224,38,ACCEPTED,2026-01-02 21:39:13
225,38,PREPARING,2026-01-02 21:40:13
226,38,READY,2026-01-02 22:11:13
227,38,PICKED_UP,2026-01-02 22:15:13
228,38,DELIVERED,2026-01-02 22:43:13
229,39,CREATED,2026-01-17 04:23:41
230,39,ACCEPTED,2026-01-17 04:27:41
231,39,PREPARING,2026-01-17 04:30:41
232,39,READY,2026-01-17 04:42:41
233,39,PICKED_UP,2026-01-17 04:50:41
234,39,DELIVERED,2026-01-17 05:09:41
235,40,CREATED,2026-01-26 13:17:33
236,40,ACCEPTED,2026-01-26 13:18:33
237,40,PREPARING,2026-01-26 13:21:33
238,40,READY,2026-01-26 13:37:33
239,40,PICKED_UP,2026-01-26 13:45:33
240,40,DELIVERED,2026-01-26 14:05:33
241,41,CREATED,2026-01-26 13:27:13
242,41,ACCEPTED,2026-01-26 13:31:13
243,41,PREPARING,2026-01-26 13:34:13
244,41,READY,2026-01-26 14:08:13
245,41,PICKED_UP,2026-01-26 14:12:13
246,41,DELIVERED,2026-01-26 14:35:13
247,42,CREATED,2026-01-12 14:39:05
248,42,ACCEPTED,2026-01-12 14:41:05
249,42,PREPARING,2026-01-12 14:43:05
250,42,READY,2026-01-12 15:05:05
251,42,PICKED_UP,2026-01-12 15:07:05
252,42,DELIVERED,2026-01-12 15:33:05
253,43,CREATED,2026-01-14 20:07:20
254,43,ACCEPTED,2026-01-14 20:11:20
255,43,PREPARING,2026-01-14 20:12:20
256,43,READY,2026-01-14 20:27:20
257,43,PICKED_UP,2026-01-14 20:32:20
258,43,DELIVERED,2026-01-14 20:45:20
259,44,CREATED,2026-01-04 23:04:38
260,44,ACCEPTED,2026-01-04 23:06:38
261,44,PREPARING,2026-01-04 23:09:38
262,44,READY,2026-01-04 23:38:38
263,44,PICKED_UP,2026-01-04 23:43:38
264,44,DELIVERED,2026-01-05 00:00:38
265,45,CREATED,2026-01-30 20:55:57
266,45,ACCEPTED,2026-01-30 20:56:57
267,45,PREPARING,2026-01-30 20:57:57
268,45,READY,2026-01-30 21:21:57
269,45,PICKED_UP,2026-01-30 21:26:57
270,45,DELIVERED,2026-01-30 21:50:57
271,46,CREATED,2026-01-28 21:58:43
272,46,ACCEPTED,2026-01-28 21:59:43
273,46,CANCELLED,2026-01-28 22:03:43
274,47,CREATED,2026-01-31 11:58:20
275,47,ACCEPTED,2026-01-31 12:02:20
276,47,PREPARING,2026-01-31 12:05:20
277,47,READY,2026-01-31 12:23:20
278,47,PICKED_UP,2026-01-31 12:26:20
279,47,DELIVERED,2026-01-31 12:51:20
280,48,CREATED,2026-01-07 13:06:52
281,48,ACCEPTED,2026-01-07 13:08:52
282,48,PREPARING,2026-01-07 13:10:52
283,48,READY,2026-01-07 13:25:52
284,48,PICKED_UP,2026-01-07 13:29:52
285,48,DELIVERED,2026-01-07 13:48:52
286,49,CREATED,2026-01-18 20:46:24
287,49,ACCEPTED,2026-01-18 20:47:24
288,49,PREPARING,2026-01-18 20:50:24
289,49,READY,2026-01-18 21:07:24
290,49,PICKED_UP,2026-01-18 21:12:24
291,49,DELIVERED,2026-01-18 21:40:24
292,50,CREATED,2026-01-21 21:41:37
293,50,ACCEPTED,2026-01-21 21:44:37
294,50,PREPARING,2026-01-21 21:47:37
295,50,READY,2026-01-21 22:19:37
296,50,PICKED_UP,2026-01-21 22:24:37
297,50,DELIVERED,2026-01-21 22:46:37
298,51,CREATED,2026-01-03 18:49:37
299,51,ACCEPTED,2026-01-03 18:52:37
300,51,CANCELLED,2026-01-03 18:57:37
301,52,CREATED,2026-01-02 13:43:53
302,52,ACCEPTED,2026-01-02 13:44:53
303,52,PREPARING,2026-01-02 13:47:53
304,52,READY,2026-01-02 14:06:53
305,52,PICKED_UP,2026-01-02 14:09:53
306,52,DELIVERED,2026-01-02 14:40:53
307,53,CREATED,2026-01-28 06:23:46
308,53,ACCEPTED,2026-01-28 06:27:46
309,53,PREPARING,2026-01-28 06:28:46
310,53,READY,2026-01-28 06:40:46
311,53,PICKED_UP,2026-01-28 06:48:46
312,53,DELIVERED,2026-01-28 07:10:46
313,54,CREATED,2026-01-31 22:58:27
314,54,ACCEPTED,2026-01-31 23:00:27
315,54,PREPARING,2026-01-31 23:03:27
316,54,READY,2026-01-31 23:31:27
317,54,PICKED_UP,2026-01-31 23:33:27
318,54,DELIVERED,2026-01-31 23:51:27
319,55,CREATED,2026-01-04 13:55:32
320,55,ACCEPTED,2026-01-04 13:57:32
321,55,PREPARING,2026-01-04 13:59:32
322,55,READY,2026-01-04 14:18:32
323,55,PICKED_UP,2026-01-04 14:21:32
324,55,DELIVERED,2026-01-04 14:42:32
325,56,CREATED,2026-01-11 22:41:30
326,56,ACCEPTED,2026-01-11 22:43:30
327,56,PREPARING,2026-01-11 22:44:30
328,56,READY,2026-01-11 23:13:30
329,56,PICKED_UP,2026-01-11 23:20:30
330,56,DELIVERED,2026-01-11 23:44:30
331,57,CREATED,2026-01-28 08:39:45
332,57,ACCEPTED,2026-01-28 08:42:45
333,57,PREPARING,2026-01-28 08:45:45
334,57,READY,2026-01-28 09:13:45
335,57,PICKED_UP,2026-01-28 09:17:45
336,57,DELIVERED,2026-01-28 09:35:45
337,58,CREATED,2026-01-04 13:01:11
338,58,ACCEPTED,2026-01-04 13:04:11
339,58,PREPARING,2026-01-04 13:07:11
340,58,READY,2026-01-04 13:31:11
341,58,PICKED_UP,2026-01-04 13:37:11
342,58,DELIVERED,2026-01-04 14:03:11
343,59,CREATED,2026-01-06 22:44:54
344,59,ACCEPTED,2026-01-06 22:46:54
345,59,PREPARING,2026-01-06 22:47:54
346,59,READY,2026-01-06 23:11:54
347,59,PICKED_UP,2026-01-06 23:16:54
348,59,DELIVERED,2026-01-06 23:32:54
349,60,CREATED,2026-01-18 03:09:09
350,60,ACCEPTED,2026-01-18 03:12:09
351,60,PREPARING,2026-01-18 03:14:09
352,60,READY,2026-01-18 03:32:09
353,60,PICKED_UP,2026-01-18 03:36:09
354,60,DELIVERED,2026-01-18 03:56:09
355,61,CREATED,2026-01-20 10:42:41
356,61,ACCEPTED,2026-01-20 10:43:41
357,61,PREPARING,2026-01-20 10:44:41
358,61,READY,2026-01-20 11:06:41
359,61,PICKED_UP,2026-01-20 11:08:41
360,61,DELIVERED,2026-01-20 11:26:41
361,62,CREATED,2026-01-03 04:46:56
362,62,ACCEPTED,2026-01-03 04:49:56
363,62,PREPARING,2026-01-03 04:52:56
364,62,READY,2026-01-03 05:10:56
365,62,PICKED_UP,2026-01-03 05:14:56
366,62,DELIVERED,2026-01-03 05:32:56
367,63,CREATED,2026-01-31 13:08:29
368,63,ACCEPTED,2026-01-31 13:12:29
369,63,PREPARING,2026-01-31 13:13:29
370,63,READY,2026-01-31 13:35:29
371,63,PICKED_UP,2026-01-31 13:43:29
372,63,DELIVERED,2026-01-31 14:08:29
373,64,CREATED,2026-01-12 18:10:46
374,64,ACCEPTED,2026-01-12 18:11:46
375,64,PREPARING,2026-01-12 18:14:46
376,64,READY,2026-01-12 18:32:46
377,64,PICKED_UP,2026-01-12 18:35:46
378,64,DELIVERED,2026-01-12 18:48:46
379,65,CREATED,2026-01-17 14:50:23
380,65,ACCEPTED,2026-01-17 14:53:23
381,65,PREPARING,2026-01-17 14:55:23
382,65,READY,2026-01-17 15:14:23
383,65,PICKED_UP,2026-01-17 15:21:23
384,65,DELIVERED,2026-01-17 15:42:23
385,66,CREATED,2026-01-17 22:23:06
386,66,ACCEPTED,2026-01-17 22:27:06
387,66,PREPARING,2026-01-17 22:30:06
388,66,READY,2026-01-17 22:53:06
389,66,PICKED_UP,2026-01-17 22:58:06
390,66,CANCELLED,2026-01-17 22:55:06
391,67,CREATED,2026-01-30 21:18:56
392,67,ACCEPTED,2026-01-30 21:20:56
393,67,PREPARING,2026-01-30 21:21:56
394,67,READY,2026-01-30 21:36:56
395,67,PICKED_UP,2026-01-30 21:42:56
396,67,DELIVERED,2026-01-30 22:02:56
397,68,CREATED,2026-01-14 22:39:53
398,68,ACCEPTED,2026-01-14 22:43:53
399,68,PREPARING,2026-01-14 22:44:53
400,68,READY,2026-01-14 23:04:53
401,68,PICKED_UP,2026-01-14 23:11:53
402,68,DELIVERED,2026-01-14 23:31:53
403,69,CREATED,2026-01-30 06:17:35
404,69,ACCEPTED,2026-01-30 06:21:35
405,69,PREPARING,2026-01-30 06:24:35
406,69,READY,2026-01-30 06:48:35
407,69,PICKED_UP,2026-01-30 06:52:35
408,69,DELIVERED,2026-01-30 07:15:35
409,70,CREATED,2026-01-10 00:56:15
410,70,ACCEPTED,2026-01-10 00:57:15
411,70,PREPARING,2026-01-10 00:58:15
412,70,READY,2026-01-10 01:27:15
413,70,PICKED_UP,2026-01-10 01:30:15
414,70,DELIVERED,2026-01-10 01:55:15
415,71,CREATED,2026-01-28 19:27:01
416,71,ACCEPTED,2026-01-28 19:30:01
417,71,PREPARING,2026-01-28 19:33:01
418,71,READY,2026-01-28 19:48:01
419,71,PICKED_UP,2026-01-28 19:50:01
420,71,DELIVERED,2026-01-28 20:02:01
421,72,CREATED,2026-01-06 10:43:57
422,72,ACCEPTED,2026-01-06 10:47:57
423,72,PREPARING,2026-01-06 10:48:57
424,72,READY,2026-01-06 11:13:57
425,72,PICKED_UP,2026-01-06 11:19:57
426,72,DELIVERED,2026-01-06 11:37:57
427,73,CREATED,2026-01-25 21:58:37
428,73,ACCEPTED,2026-01-25 22:02:37
429,73,CANCELLED,2026-01-25 22:03:37
430,74,CREATED,2026-01-23 22:00:10
431,74,ACCEPTED,2026-01-23 22:02:10
432,74,PREPARING,2026-01-23 22:05:10
433,74,READY,2026-01-23 22:29:10
434,74,PICKED_UP,2026-01-23 22:37:10
435,74,DELIVERED,2026-01-23 23:08:10
436,75,CREATED,2026-01-08 12:43:46
437,75,ACCEPTED,2026-01-08 12:44:46
438,75,PREPARING,2026-01-08 12:45:46
439,75,READY,2026-01-08 12:57:46
440,75,PICKED_UP,2026-01-08 13:04:46
441,75,DELIVERED,2026-01-08 13:20:46
442,76,CREATED,2026-01-20 12:40:23
443,76,ACCEPTED,2026-01-20 12:43:23
444,76,PREPARING,2026-01-20 12:44:23
445,76,READY,2026-01-20 13:00:23
446,76,PICKED_UP,2026-01-20 13:07:23
447,76,DELIVERED,2026-01-20 13:32:23
448,77,CREATED,2026-01-14 08:34:39
449,77,ACCEPTED,2026-01-14 08:36:39
450,77,PREPARING,2026-01-14 08:38:39
451,77,READY,2026-01-14 08:57:39
452,77,PICKED_UP,2026-01-14 09:02:39
453,77,DELIVERED,2026-01-14 09:21:39
454,78,CREATED,2026-01-11 22:32:43
455,78,ACCEPTED,2026-01-11 22:35:43
456,78,PREPARING,2026-01-11 22:36:43
457,78,READY,2026-01-11 22:58:43
458,78,PICKED_UP,2026-01-11 23:04:43
459,78,DELIVERED,2026-01-11 23:33:43
460,79,CREATED,2026-01-10 05:55:37
461,79,ACCEPTED,2026-01-10 05:58:37
462,79,PREPARING,2026-01-10 06:00:37
463,79,READY,2026-01-10 06:23:37
464,79,PICKED_UP,2026-01-10 06:25:37
465,79,DELIVERED,2026-01-10 06:44:37
466,80,CREATED,2026-01-26 21:44:50
467,80,ACCEPTED,2026-01-26 21:46:50
468,80,PREPARING,2026-01-26 21:49:50
469,80,READY,2026-01-26 22:15:50
470,80,PICKED_UP,2026-01-26 22:18:50
471,80,DELIVERED,2026-01-26 22:40:50
472,81,CREATED,2026-01-10 12:34:47
473,81,ACCEPTED,2026-01-10 12:38:47
474,81,PREPARING,2026-01-10 12:40:47
475,81,READY,2026-01-10 13:02:47
476,81,PICKED_UP,2026-01-10 13:05:47
477,81,DELIVERED,2026-01-10 13:26:47
478,82,CREATED,2026-01-31 14:49:14
479,82,ACCEPTED,2026-01-31 14:50:14
480,82,PREPARING,2026-01-31 14:52:14
481,82,READY,2026-01-31 15:20:14
482,82,PICKED_UP,2026-01-31 15:26:14
483,82,CANCELLED,2026-01-31 15:23:14
484,83,CREATED,2026-01-09 16:51:39
485,83,ACCEPTED,2026-01-09 16:55:39
486,83,PREPARING,2026-01-09 16:57:39
487,83,READY,2026-01-09 17:13:39
488,83,PICKED_UP,2026-01-09 17:19:39
489,83,DELIVERED,2026-01-09 17:34:39
490,84,CREATED,2026-01-11 23:08:33
491,84,ACCEPTED,2026-01-11 23:12:33
492,84,PREPARING,2026-01-11 23:14:33
493,84,READY,2026-01-11 23:36:33
494,84,PICKED_UP,2026-01-11 23:43:33
495,84,DELIVERED,2026-01-12 00:09:33
496,85,CREATED,2026-01-16 06:24:04
497,85,ACCEPTED,2026-01-16 06:27:04
498,85,PREPARING,2026-01-16 06:29:04
499,85,READY,2026-01-16 06:50:04
500,85,PICKED_UP,2026-01-16 06:58:04
501,85,DELIVERED,2026-01-16 07:15:04
502,86,CREATED,2026-01-17 18:57:19
503,86,ACCEPTED,2026-01-17 19:01:19
504,86,CANCELLED,2026-01-17 19:06:19
505,87,CREATED,2026-01-04 13:38:29
506,87,ACCEPTED,2026-01-04 13:39:29
507,87,PREPARING,2026-01-04 13:40:29
508,87,READY,2026-01-04 14:09:29
509,87,PICKED_UP,2026-01-04 14:11:29
510,87,DELIVERED,2026-01-04 14:32:29
511,88,CREATED,2026-01-21 22:07:39
512,88,ACCEPTED,2026-01-21 22:09:39
513,88,PREPARING,2026-01-21 22:12:39
514,88,READY,2026-01-21 22:39:39
515,88,PICKED_UP,2026-01-21 22:45:39
516,88,DELIVERED,2026-01-21 23:03:39
517,89,CREATED,2026-01-24 22:31:51
518,89,ACCEPTED,2026-01-24 22:34:51
519,89,PREPARING,2026-01-24 22:35:51
520,89,READY,2026-01-24 22:59:51
521,89,PICKED_UP,2026-01-24 23:04:51
522,89,DELIVERED,2026-01-24 23:22:51
523,90,CREATED,2026-01-16 23:56:38
524,90,ACCEPTED,2026-01-16 23:59:38
525,90,PREPARING,2026-01-17 00:02:38
526,90,READY,2026-01-17 00:28:38
527,90,PICKED_UP,2026-01-17 00:35:38
528,90,DELIVERED,2026-01-17 00:53:38
529,91,CREATED,2026-01-27 16:54:43
530,91,ACCEPTED,2026-01-27 16:57:43
531,91,PREPARING,2026-01-27 17:00:43
532,91,READY,2026-01-27 17:18:43
533,91,PICKED_UP,2026-01-27 17:21:43
534,91,DELIVERED,2026-01-27 17:37:43
535,92,CREATED,2026-01-04 14:10:32
536,92,ACCEPTED,2026-01-04 14:11:32
537,92,PREPARING,2026-01-04 14:12:32
538,92,READY,2026-01-04 14:43:32
539,92,PICKED_UP,2026-01-04 14:51:32
540,92,DELIVERED,2026-01-04 15:15:32
541,93,CREATED,2026-01-30 17:49:17
542,93,ACCEPTED,2026-01-30 17:51:17
543,93,CANCELLED,2026-01-30 17:55:17
544,94,CREATED,2026-01-29 13:45:25
545,94,ACCEPTED,2026-01-29 13:48:25
546,94,PREPARING,2026-01-29 13:50:25
547,94,READY,2026-01-29 14:13:25
548,94,PICKED_UP,2026-01-29 14:15:25
549,94,DELIVERED,2026-01-29 14:39:25
550,95,CREATED,2026-01-22 23:08:21
551,95,ACCEPTED,2026-01-22 23:10:21
552,95,PREPARING,2026-01-22 23:12:21
553,95,READY,2026-01-22 23:27:21
554,95,PICKED_UP,2026-01-22 23:33:21
555,95,DELIVERED,2026-01-22 23:49:21
556,96,CREATED,2026-01-21 23:28:23
557,96,ACCEPTED,2026-01-21 23:29:23
558,96,PREPARING,2026-01-21 23:32:23
559,96,READY,2026-01-21 23:50:23
560,96,PICKED_UP,2026-01-21 23:53:23
561,96,DELIVERED,2026-01-22 00:11:23
562,97,CREATED,2026-01-06 12:46:01
563,97,ACCEPTED,2026-01-06 12:49:01
564,97,PREPARING,2026-01-06 12:52:01
565,97,READY,2026-01-06 13:11:01
566,97,PICKED_UP,2026-01-06 13:17:01
567,97,DELIVERED,2026-01-06 13:38:01
568,98,CREATED,2026-01-07 12:03:37
569,98,ACCEPTED,2026-01-07 12:07:37
570,98,PREPARING,2026-01-07 12:10:37
571,98,READY,2026-01-07 12:24:37
572,98,PICKED_UP,2026-01-07 12:30:37
573,98,DELIVERED,2026-01-07 12:46:37
574,99,CREATED,2026-01-22 21:27:15
575,99,ACCEPTED,2026-01-22 21:28:15
576,99,PREPARING,2026-01-22 21:31:15
577,99,READY,2026-01-22 22:13:15
578,99,PICKED_UP,2026-01-22 22:15:15
579,99,DELIVERED,2026-01-22 22:36:15
580,100,CREATED,2026-01-21 15:20:28
581,100,ACCEPTED,2026-01-21 15:22:28
582,100,PREPARING,2026-01-21 15:25:28
583,100,READY,2026-01-21 15:40:28
584,100,PICKED_UP,2026-01-21 15:46:28
585,100,DELIVERED,2026-01-21 16:06:28
586,101,CREATED,2026-01-03 21:09:24
587,101,ACCEPTED,2026-01-03 21:10:24
588,101,PREPARING,2026-01-03 21:11:24
589,101,READY,2026-01-03 21:34:24
590,101,PICKED_UP,2026-01-03 21:42:24
591,101,DELIVERED,2026-01-03 22:05:24
592,102,CREATED,2026-01-22 22:36:30
593,102,ACCEPTED,2026-01-22 22:37:30
594,102,PREPARING,2026-01-22 22:40:30
595,102,READY,2026-01-22 22:59:30
596,102,PICKED_UP,2026-01-22 23:04:30
597,102,DELIVERED,2026-01-22 23:29:30
598,103,CREATED,2026-01-26 22:38:58
599,103,ACCEPTED,2026-01-26 22:39:58
600,103,PREPARING,2026-01-26 22:40:58
601,103,READY,2026-01-26 23:10:58
602,103,PICKED_UP,2026-01-26 23:17:58
