event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2019-10-03 16:51:16+00:00,view,13200149,2053013557192163841,furniture.bedroom.bed,brw,236.3,514216204.0,52f26328-1a4d-437a-a819-c860524566c8
2019-10-01 22:01:40+00:00,view,1004258,2053013555631882655,electronics.smartphone,apple,732.09,543355858.0,35db2d8f-072c-4985-ac19-d64d06a9a766
2019-10-03 11:11:13+00:00,view,3701432,2053013565983425517,appliances.environment.vacuum,vitek,77.17,547156318.0,5025fd29-c995-4865-b2cc-566c7a8fa72a
2019-10-02 09:47:41+00:00,view,1480163,2053013561092866779,computers.desktop,acer,617.0,554965748.0,60d0e121-956a-4a64-9af6-6bd04e66eaa3
2019-10-03 09:42:54+00:00,view,1004856,2053013555631882655,electronics.smartphone,samsung,132.17,550078341.0,5a62bc12-29b4-443c-bdd7-3f185d9ab762
2019-10-03 23:42:33+00:00,view,1005014,2053013555631882655,electronics.smartphone,samsung,611.44,552395861.0,d15e3ae0-f7cb-4728-ac20-f6f1a4cd5511
2019-10-01 08:59:18+00:00,view,28717851,2053013565639492569,apparel.shoes,,167.83,516252583.0,72c17f06-1d47-4dd3-bda3-aff8331e374d
2019-10-02 04:50:21+00:00,view,1005115,2053013555631882655,electronics.smartphone,apple,975.56,536568299.0,c8869436-1ae0-450a-b8fd-7d742115b229
2019-10-02 09:34:36+00:00,view,21403742,2053013561579406073,electronics.clocks,casio,90.09,541735907.0,2eb9366b-97b2-4469-befd-8eaed55ef7e3
2019-10-03 16:37:40+00:00,view,1004321,2053013555631882655,electronics.smartphone,huawei,218.54,555588304.0,c81751f5-0f48-47c6-90a3-be830e3c5b76
2019-10-01 17:27:07+00:00,view,1003768,2053013555631882655,electronics.smartphone,huawei,485.54,512876529.0,f03c3764-bb88-41f6-9557-5abaeb885fec
2019-10-02 03:17:49+00:00,view,28718773,2053013565069067197,apparel.shoes.keds,rooman,66.67,546192027.0,3e7ed091-facd-37ce-df6f-351cf14ccefb
2019-10-03 05:13:01+00:00,view,1004856,2053013555631882655,electronics.smartphone,samsung,130.25,544925276.0,b151ddb8-a3a6-43a3-acc2-3d0531f90030
2019-10-02 19:37:54+00:00,view,1005101,2053013555631882655,electronics.smartphone,xiaomi,424.72,513114127.0,09ecf8ac-e592-b6fc-6b92-bcecb97d5011
2019-10-03 18:40:27+00:00,view,7002254,2053013560346280633,kids.carriage,wingoffly,115.79,517098598.0,20de6e49-4c4a-47a0-8a7f-4c4853ad4c0f
2019-10-02 09:49:09+00:00,view,5300650,2053013563173241677,,vitek,12.84,520667846.0,f5ee1f3c-8221-4d15-9727-c95ef4ce1275
2019-10-01 08:45:31+00:00,view,13104738,2053013553526341921,,kipardo,720.74,513419974.0,05be6125-79ce-4d73-b902-f81a640f9d9e
2019-10-02 07:43:02+00:00,view,1005130,2053013555631882655,electronics.smartphone,apple,1619.09,538087029.0,2dc5cfde-a525-429b-bcc8-f9e2d04fbb2a
2019-10-02 05:32:42+00:00,view,2100016,2053013552603594983,electronics.video.tv,sony,411.59,555871109.0,475fddeb-8b14-4f13-ba60-2914dc886ff6
2019-10-02 12:07:16+00:00,view,1004777,2053013555631882655,electronics.smartphone,xiaomi,135.01,555998550.0,52d7ecd3-6a4b-4f92-9d40-5d919051a551
2019-10-03 17:07:06+00:00,view,1005139,2053013555631882655,electronics.smartphone,apple,2072.1,537923241.0,79fa7336-967e-40aa-884b-a516a28372d7
2019-10-01 09:35:54+00:00,view,22700343,2053013556168753601,,,128.7,540388533.0,fd716dbb-7cb5-4a3c-b168-325ff9e60505
2019-10-03 17:04:27+00:00,view,5100577,2053013553341792533,electronics.clocks,samsung,295.26,555937840.0,b732cef1-b7fc-41d5-aded-b8a339cb10ae
2019-10-03 23:19:52+00:00,view,21410403,2053013561579406073,electronics.clocks,tissot,494.22,513384548.0,c82a4e92-ae77-4653-89c3-a9391d727acd
2019-10-02 10:08:21+00:00,view,26402554,2053013563651392361,,,798.2,553723563.0,d6b3a4bd-510e-4fc1-9d0d-6e97c073818d
2019-10-02 14:07:35+00:00,view,1801766,2053013554415534427,electronics.video.tv,artel,150.58,515775589.0,037b160e-d03a-49e7-acc3-e4db66202e55
2019-10-03 16:36:19+00:00,view,1004497,2053013555631882655,electronics.smartphone,nokia,159.33,556454939.0,5a94b0e4-9b4d-47a6-9c6a-742be6ba2c3d
2019-10-03 14:22:55+00:00,view,12711565,2053013553559896355,,yokohama,120.85,552433297.0,bd731a30-1c43-486c-962e-d959124ed252
2019-10-01 06:35:52+00:00,view,8801040,2053013555573162395,electronics.telephone,nokia,36.01,548701194.0,daf49598-8b1e-4b5e-9829-7d5c6e4ed035
2019-10-01 06:08:18+00:00,view,1004785,2053013555631882655,electronics.smartphone,huawei,278.54,512399039.0,a9a7a3e6-6b12-4d58-9a57-943dc859cb56
2019-10-02 15:10:13+00:00,view,1801551,2053013554415534427,electronics.video.tv,haier,463.31,535281297.0,604dc4a2-3e5f-4478-aa06-93fcb3321f8b
2019-10-01 16:04:00+00:00,view,2800382,2053013563835941749,appliances.kitchen.refrigerators,,283.12,533607099.0,1d9fd008-65f6-4018-84a8-b414f51df0a6
2019-10-02 11:37:27+00:00,view,31500151,2053013558031024687,,luminarc,36.0,512717152.0,ed7d6c16-d968-4a0e-a0f2-4d0da4825b71
2019-10-01 04:46:19+00:00,view,1004905,2053013555631882655,electronics.smartphone,huawei,110.24,526639279.0,c257acf1-72b1-4e66-9443-2668e69a73e7
2019-10-01 16:58:40+00:00,view,1004872,2053013555631882655,electronics.smartphone,samsung,286.35,555718408.0,b701e045-65ee-44d1-b2fa-530c74321d8d
2019-10-03 17:44:58+00:00,view,1004144,2053013555631882655,electronics.smartphone,xiaomi,128.33,554284555.0,95cafced-524f-4f52-bc1f-6b99c6c741ed
2019-10-03 18:22:42+00:00,view,26402939,2053013563651392361,,,678.22,519733655.0,526f49c6-a213-4932-b65d-8c80c0e7cdba
2019-10-01 08:46:41+00:00,view,1003439,2053013555631882655,electronics.smartphone,gionee,74.65,555332453.0,27c8bbd3-9737-40b0-9ef0-3283f1dabbaf
2019-10-01 18:40:14+00:00,view,12702012,2053013553559896355,,cordiant,27.03,537490397.0,647c3068-e7dd-4e95-9582-01c092cb8d96
2019-10-01 04:07:55+00:00,view,5100851,2053013553375346967,,honor,47.62,514615578.0,bd8505a8-0b7f-4187-bd56-b27450a20c03
2019-10-03 15:22:10+00:00,view,12711725,2053013553559896355,,goodride,36.55,533112937.0,84a0cdb6-7877-468b-b959-3c5f0b0caed4
2019-10-01 15:34:30+00:00,view,3200321,2053013555321504139,appliances.kitchen.meat_grinder,redmond,91.38,514252455.0,17b36c0b-c0f7-40ab-9028-787c1a681b87
2019-10-01 04:52:03+00:00,view,35102766,2070005009382114061,apparel.underwear,milavitsa,35.25,531015161.0,74cf5435-6438-4a4b-b65a-6516401e11e6
2019-10-02 15:20:54+00:00,view,1307366,2053013558920217191,computers.notebook,lenovo,248.63,541546944.0,f6698264-11af-4802-827c-b721071d7d0e
2019-10-03 10:10:52+00:00,view,2702351,2053013563911439225,appliances.kitchen.refrigerators,midea,101.93,554122359.0,1ad161a6-94f4-41b2-a75d-b29a6d8546a9
2019-10-01 15:20:03+00:00,view,50600003,2134905044833666047,auto.accessories.compressor,,145.41,513621322.0,ccbdeae2-7ea6-4564-a9d5-b854a3ec5104
2019-10-01 18:33:12+00:00,view,6700582,2053013554247762257,computers.components.videocards,palit,170.65,516053464.0,190d3a4b-976e-434c-a982-322084dfaa0c
2019-10-01 07:11:48+00:00,view,1005158,2053013555631882655,electronics.smartphone,xiaomi,308.63,527852645.0,0b735857-5845-4ffd-8e71-9eb3b1440810
2019-10-01 19:34:25+00:00,view,3700127,2053013565983425517,appliances.environment.vacuum,lg,189.24,527028435.0,2b8fd624-19b7-4926-81e6-1ad812821a6f
2019-10-03 15:10:55+00:00,view,22700435,2053013556168753601,,bosch,21.88,516208019.0,9d450114-6d5b-4dce-b6d8-4bc3a6b798db
2019-10-01 14:23:59+00:00,view,5100738,2053013553341792533,electronics.clocks,samsung,154.16,522142406.0,39a8f0af-de54-4560-ade5-49709d4dc5d6
2019-10-01 13:26:17+00:00,view,7101858,2053013555464110485,furniture.bedroom.bed,caramelia,128.68,520108199.0,39a0b7d8-e765-4ab0-ba5b-fc5d16f2cb61
2019-10-01 15:21:25+00:00,view,1004777,2053013555631882655,electronics.smartphone,xiaomi,136.43,525858322.0,b37cf4bd-c3f8-41ad-91cb-a44762b838f4
2019-10-02 08:31:31+00:00,view,1004833,2053013555631882655,electronics.smartphone,samsung,174.3,549195706.0,347bdfed-a3e0-47bc-a8e8-ec8cd2d4eec4
2019-10-02 08:09:28+00:00,view,1801929,2053013554415534427,electronics.video.tv,samsung,560.89,546372036.0,e46d7074-f771-4689-bddc-37e83ca22a41
2019-10-03 07:29:42+00:00,view,3701492,2053013565983425517,appliances.environment.vacuum,vitek,56.58,517204101.0,8a30317d-4f79-478e-946c-e8ea7a6e8b46
2019-10-02 18:49:15+00:00,view,9100262,2053013552888807671,computers.peripherals.mouse,,20.34,515223312.0,7d219805-4eea-4e0f-b14a-858081db59af
2019-10-03 20:19:30+00:00,view,1004249,2053013555631882655,electronics.smartphone,apple,730.26,520748205.0,6753f239-372f-418d-a628-a812c418d53f
2019-10-03 17:29:00+00:00,view,22700084,2053013556168753601,,force,239.39,554068929.0,5cc07a7c-5ef6-47d7-839e-5b49898a3e3a
2019-10-02 04:00:15+00:00,view,34700076,2061717937420501730,,,13.51,518176980.0,022ebac6-23a2-4f7b-8ed9-edd30832fab6
2019-10-01 16:14:37+00:00,view,4700699,2053013560899928785,auto.accessories.videoregister,navitel,51.45,513603954.0,290e1348-dbf0-4093-82ff-3ef97dcd84ea
2019-10-01 07:38:44+00:00,view,1003549,2053013555631882655,electronics.smartphone,samsung,344.64,551836621.0,9d687c9f-0942-4057-beab-383447b5779c
2019-10-03 16:58:44+00:00,view,1004565,2053013555631882655,electronics.smartphone,huawei,171.99,513448322.0,1d145547-6a28-4f20-a81b-b19df79192d5
2019-10-02 12:05:01+00:00,view,13400117,2053013557066334713,,brw,103.99,517253753.0,627b456a-c1dc-4cdd-8193-4e5748e8d11d
2019-10-02 01:46:34+00:00,view,1004741,2053013555631882655,electronics.smartphone,xiaomi,185.69,517139912.0,59128705-076f-47b2-a9e2-dac6cc6297e5
2019-10-03 15:37:15+00:00,view,12300394,2053013556311359947,construction.tools.drill,,46.82,531929700.0,ad4b730d-bdd0-48ce-95ce-380cbfd9cf30
2019-10-02 04:25:39+00:00,view,4700478,2053013560899928785,auto.accessories.videoregister,sho-me,142.81,538645333.0,4a7384a7-93a5-4243-b28f-3a307e0d8b32
2019-10-02 04:32:36+00:00,view,12710318,2053013553559896355,,yokohama,51.48,515652056.0,8e13ffaf-c249-4281-ac56-827175703c4c
2019-10-02 11:46:39+00:00,view,26200206,2053013563693335403,,,174.78,547126090.0,6eb8becb-449f-4832-a498-648bb82820d5
2019-10-01 17:49:09+00:00,view,13200917,2053013557192163841,furniture.bedroom.bed,,514.81,515378770.0,a79f481b-3994-4dbb-82a9-32831639c2aa
2019-10-02 04:40:59+00:00,view,1004214,2053013555631882655,electronics.smartphone,xiaomi,334.24,513248394.0,73a597c3-2cbf-4c65-81d9-44d2b7ffff22
2019-10-02 03:22:44+00:00,view,3601244,2053013563810775923,appliances.kitchen.washer,lg,360.34,516203287.0,59753a1f-5132-42ea-a147-8780f574f595
2019-10-02 10:27:25+00:00,view,1201465,2172371436436455782,electronics.tablet,samsung,238.67,520173637.0,8df666d3-2fc5-4f2c-ba01-ecf500b75bb6
2019-10-03 16:21:12+00:00,cart,1004785,2053013555631882655,electronics.smartphone,huawei,274.74,518946066.0,4e9ca8a8-ec9b-4331-adad-f98ffa74455c
2019-10-02 05:51:07+00:00,view,2800236,2053013563835941749,appliances.kitchen.refrigerators,,254.26,514769633.0,596e6f42-6f00-4537-b18a-dee2bc4868c9
2019-10-01 13:13:15+00:00,view,1004767,2053013555631882655,electronics.smartphone,samsung,254.19,555619077.0,09119809-a0ae-42ac-bb18-8fb754584899
2019-10-03 17:05:12+00:00,view,12000011,2053013555438944659,,plitex,42.17,541197209.0,0c5262c3-570c-4be9-ba3a-ab2fc10ad3bc
2019-10-01 11:33:13+00:00,view,12706441,2053013553559896355,,nokian,88.55,526734921.0,a240152e-1820-4ddc-aa02-a175c450775e
2019-10-01 08:20:51+00:00,view,6200560,2053013552293216471,appliances.environment.air_heater,ballu,95.24,522605467.0,b764766a-15ec-4898-a3cf-cf7290b3b95d
2019-10-01 15:12:29+00:00,view,8600233,2053013552226107603,appliances.environment.fan,scarlett,25.71,541426320.0,1c51d2b4-b156-4f34-ba55-c4178ad2ab8e
2019-10-01 07:12:22+00:00,view,5100771,2053013553375346967,,xiaomi,76.94,554238521.0,c9828ae8-9255-41fa-99bb-981d5d5043a7
2019-10-02 17:08:00+00:00,view,1003709,2053013555631882655,electronics.smartphone,samsung,715.02,525770450.0,912be1f1-0aa9-4134-8f14-76edf0cf6357
2019-10-02 11:10:20+00:00,view,18001338,2053013558525952589,,samsung,3.84,555983778.0,c2f4d8b2-6edc-49ce-beba-0c3b93da8cfc
2019-10-03 09:00:17+00:00,view,35103763,2070005009382114061,apparel.underwear,milavitsa,28.2,552197050.0,401c68f7-14d5-4a27-8c94-4027a84942cc
2019-10-01 22:40:44+00:00,cart,1005031,2053013555631882655,electronics.smartphone,xiaomi,205.38,518773898.0,2eedc4b5-c515-44ed-8bbc-b910851e0f58
2019-10-03 14:12:26+00:00,view,1004932,2053013555631882655,electronics.smartphone,vivo,463.31,516336550.0,684547c4-07e1-40a1-95d6-939c25336769
2019-10-03 11:39:04+00:00,view,5100818,2053013553375346967,,samsung,51.2,555999132.0,ab411a83-28a8-4f2c-827f-dbd82b9b10c9
2019-10-02 13:15:48+00:00,view,4804551,2053013554658804075,electronics.audio.headphone,apple,247.08,556023812.0,ebb84bd7-fb92-47a6-9deb-8e1f25609f78
2019-10-02 10:20:21+00:00,view,5801386,2053013553945772349,electronics.audio.subwoofer,kicx,183.79,546890208.0,39e092e8-1057-4d53-9cb3-2f889bd0f0af
2019-10-01 03:44:58+00:00,view,12706531,2053013553559896355,,toyo,109.4,548750064.0,b289306a-261e-456a-bcc3-8dbbaff15f84
2019-10-01 13:57:40+00:00,view,26403284,2053013563651392361,,,208.5,555648819.0,dc2f5a42-2694-476d-a109-1be49238e35a
2019-10-03 13:28:46+00:00,view,1002629,2053013555631882655,electronics.smartphone,apple,360.34,519056174.0,39774f89-626b-4615-b92e-8b604cfa1ee5
2019-10-01 08:49:40+00:00,view,28719806,2053013565253616583,apparel.shoes.moccasins,etor,108.11,548480814.0,a79073e6-abf9-4ddc-ba0c-6c77ffee5254
2019-10-01 15:43:57+00:00,view,4803126,2053013554658804075,electronics.audio.headphone,sony,32.18,535568845.0,208e7865-7a28-4b9c-9fe3-62dc2543c5ab
2019-10-02 11:01:31+00:00,view,8801049,2053013555573162395,electronics.telephone,philips,48.88,519278946.0,5627b806-df60-452e-8f22-ceacf7639a79
2019-10-02 04:37:34+00:00,view,30000071,2127425436764865054,construction.tools.welding,,74.36,551897498.0,61eae72e-e9f5-4363-ba9f-5b45ae5fe66e
2019-10-01 08:42:03+00:00,view,3700278,2053013565983425517,appliances.environment.vacuum,samsung,64.32,520754667.0,8dfe3fd1-5eb1-4b4e-b52a-4726a17b16aa
2019-10-03 21:50:32+00:00,view,17300420,2053013553853497655,,versace,80.29,530685387.0,196dc1a1-40ff-46fb-bd7e-036a99dee16f
2019-10-03 15:05:56+00:00,view,13200520,2053013557192163841,furniture.bedroom.bed,brw,172.46,512596643.0,2c07f57c-a5ea-4750-8772-c857c1752fa8
2019-10-02 03:48:46+00:00,view,17301001,2053013553853497655,,chloe,47.32,513178297.0,20206c8f-5503-4fa3-8ccf-6fba271762a7
2019-10-03 06:16:08+00:00,purchase,4200840,2053013552351936731,appliances.environment.air_conditioner,gree,226.48,516097819.0,83e86d85-44ec-4a72-b16f-1aff88a14774
2019-10-02 01:28:44+00:00,view,1004739,2053013555631882655,electronics.smartphone,xiaomi,197.3,555088965.0,b8e6ace2-bcec-49d4-b270-cb8b59c7358c
2019-10-03 06:59:27+00:00,view,2300294,2053013560530830019,electronics.camera.video,gopro,437.48,532195377.0,d25cb4f3-ae1e-487a-a227-1e55b54f400f
2019-10-02 07:51:44+00:00,purchase,4100346,2053013561218695907,,sony,390.99,515655765.0,c6bf3373-7f10-42b0-a0ae-84ac0fc092f1
2019-10-01 15:45:13+00:00,view,14701435,2053013557133443581,furniture.living_room.cabinet,,205.9,554478513.0,0d3d3b5f-249a-4143-8898-f6df8a3ef7c9
2019-10-01 09:19:12+00:00,view,6100160,2053013560866374351,auto.accessories.radar,ibox,74.1,548094331.0,3c4fa776-8e7a-492d-91c1-641086d70f06
2019-10-03 09:29:55+00:00,view,1005115,2053013555631882655,electronics.smartphone,apple,975.56,514235382.0,cc729cba-081e-4192-b829-18cf6e05924c
2019-10-01 10:10:39+00:00,view,1005157,2053013555631882655,electronics.smartphone,xiaomi,282.89,520216348.0,13b0a657-8d36-419c-95f3-ab8dfd9bdc68
2019-10-01 06:35:02+00:00,view,4100151,2053013561218695907,,sony,380.42,555158029.0,576500aa-4721-454c-a7fb-0b9e6f37341b
2019-10-02 03:46:59+00:00,view,17301269,2053013553853497655,,,77.89,552408059.0,1d6c6e7c-7fc5-495a-9cf2-db26cc5e4933
2019-10-01 08:52:32+00:00,view,12714492,2053013553559896355,,tigar,57.92,517969572.0,b4b03c43-d1ce-4ece-81f7-c628a6307e8f
2019-10-02 17:30:20+00:00,view,4803399,2053013554658804075,electronics.audio.headphone,jbl,33.21,514559360.0,63a9ebd2-4419-4d23-9c8f-9161357bdc16
2019-10-01 08:50:15+00:00,view,28718570,2053013565253616583,apparel.shoes.moccasins,etor,108.11,548480814.0,a79073e6-abf9-4ddc-ba0c-6c77ffee5254
2019-10-03 14:56:52+00:00,view,23300976,2053013561956893455,,,36.04,512834174.0,effb7d6d-cc33-4bfc-9f46-8c1db757ecdd
2019-10-03 08:37:55+00:00,view,16600052,2053013560287560373,,,179.67,513698360.0,bbf06ac2-a8ac-40ff-ae30-88dcb90ec5d0
2019-10-01 06:16:57+00:00,view,4801565,2053013554658804075,electronics.audio.headphone,akg,69.5,514967339.0,ccb5c0e1-32d8-4540-8a85-7b616b1b97a8
2019-10-02 16:14:03+00:00,view,1002662,2053013555631882655,electronics.smartphone,xiaomi,203.09,548667514.0,058ba953-5a59-4027-b95c-a899ced7058d
2019-10-02 02:22:38+00:00,view,8500101,2053013552259662037,,bosch,581.72,553653204.0,79f234be-0134-46ac-a33d-f2b5a65f9bc0
2019-10-03 12:30:59+00:00,view,1005118,2053013555631882655,electronics.smartphone,apple,975.57,515600487.0,bf505b9a-4ac1-4354-83a6-7bc74544a972
2019-10-02 14:17:38+00:00,view,1307349,2053013558920217191,computers.notebook,acer,592.01,515367139.0,a98446f0-c59f-4e2b-be4a-2ee8e8abd8a7
2019-10-01 04:51:39+00:00,view,12703337,2053013553559896355,,cordiant,64.09,545764680.0,7dcb9ecc-9661-4812-8641-5b73f1a1a773
2019-10-01 14:50:22+00:00,view,12100485,2053013555816432043,kids.skates,longway,87.52,544984722.0,916e3728-0595-447b-930a-19ba55d749b1
2019-10-03 08:17:46+00:00,view,42000007,2102307650380235197,,pt-group,193.06,530997031.0,0c1525e6-26c0-4f50-8b95-a7d6ef4b0e63
2019-10-01 07:47:08+00:00,view,21401702,2053013561579406073,electronics.clocks,casio,63.06,514766905.0,e23e71ba-fb75-4487-924c-6b6fcf2db007
2019-10-01 06:52:13+00:00,view,18700027,2053013555380224399,,,458.18,527736445.0,c10bef2a-858d-4972-b0b0-a6c15a955bc6
2019-10-02 05:19:48+00:00,view,1004562,2053013555631882655,electronics.smartphone,meizu,101.64,518050004.0,7e5ff130-4f79-42ba-95b3-f19da4322aaa
2019-10-02 10:14:43+00:00,view,21404397,2053013561579406073,electronics.clocks,,25.48,555106124.0,6db0ef60-61d5-42f0-a3e2-bc7b9676a27f
2019-10-01 09:55:10+00:00,view,42600002,2096280601366626625,,autoprofi,43.76,528266133.0,62b3692f-cdd7-476d-a684-6d6c5f32ca2c
2019-10-02 04:59:52+00:00,view,4804295,2053013554658804075,electronics.audio.headphone,xiaomi,22.38,513203597.0,1b02ef69-1bba-4b63-8454-a2b8210fa383
2019-10-01 06:08:45+00:00,view,3100885,2053013555262783879,appliances.kitchen.blender,arnica,34.49,539050057.0,73fde4e8-51cd-4c72-8fc5-3c29d48d41fb
2019-10-02 05:26:18+00:00,view,6000273,2053013560807654091,auto.accessories.alarm,pandora,135.91,515807663.0,11fc10f3-994b-46fb-bfe5-9b83e370ede5
2019-10-02 03:14:19+00:00,view,1004233,2053013555631882655,electronics.smartphone,apple,1309.39,555136705.0,99bd5b6d-f30b-4c65-a817-f9f0531eec96
2019-10-03 11:13:14+00:00,view,1005149,2053013555631882655,electronics.smartphone,xiaomi,609.83,517995743.0,b9159fa1-9a4c-4331-8147-4db933cdd76e
2019-10-01 16:25:55+00:00,view,1307035,2053013558920217191,computers.notebook,acer,1013.93,552491531.0,859650ee-5c7c-4e39-af98-c30a6718fe7c
2019-10-01 18:57:55+00:00,view,1004767,2053013555631882655,electronics.smartphone,samsung,253.16,501815900.0,ea0ec98c-c3da-47b2-ba38-d09224b86254
2019-10-03 12:43:43+00:00,view,1004655,2053013555631882655,electronics.smartphone,samsung,794.58,518515286.0,782ba12a-5dd4-42dd-8cde-b47ab845f35c
2019-10-03 19:22:43+00:00,view,3900975,2053013552326770905,appliances.environment.water_heater,ariston,112.62,521155952.0,112fcae2-657b-492a-822d-6626cf304830
2019-10-01 06:29:47+00:00,view,6301417,2053013554834964853,appliances.kitchen.kettle,tefal,46.31,555512269.0,732aecd9-9c67-4218-b084-a24f45c38de1
2019-10-02 14:12:24+00:00,view,17300755,2053013553853497655,,,69.8,517646469.0,cf16efdd-bd49-42c7-8c39-2d2492d43f55
2019-10-03 07:01:56+00:00,cart,1005105,2053013555631882655,electronics.smartphone,apple,1415.48,518851621.0,a379a1f7-7fbe-438e-8f5a-7cc437600cc9
2019-10-02 10:08:46+00:00,view,2602121,2053013563970159485,,dauscher,316.58,530817561.0,23744886-6f34-42b3-a553-000213a1e811
2019-10-03 12:45:38+00:00,view,2601299,2053013563970159485,,dauscher,430.36,516809411.0,529cf1f0-5dd3-47ff-a8af-4b9641a5460d
2019-10-03 11:44:01+00:00,view,49100021,2127425375913902544,,,60.49,489319730.0,32a91d78-44f6-4349-a148-c67ec9b30a6f
